emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,emb_8,emb_9,emb_10,emb_11,emb_12,emb_13,emb_14,emb_15,emb_16,emb_17,emb_18,emb_19,emb_20,emb_21,emb_22,emb_23,emb_24,emb_25,emb_26,emb_27,emb_28,emb_29,emb_30,emb_31
-0.1328685,0.16283566,0.22109874,0.12386725,-0.03346058,-0.30753934,-0.10453555,-0.07265303,0.0090819355,-0.37272355,-0.24457276,0.055284984,-0.10359335,0.08029343,0.32435822,-0.28225228,-0.33761492,-0.08655129,0.07165465,-0.031663004,0.31277218,0.19800323,-0.33058304,-0.12171392,0.076206,-0.14803097,0.15936124,-0.20056255,0.13324542,-0.2928896,0.25464845,-0.097855076
0.15848616,0.11355663,-0.12809643,0.2416994,-0.07923913,-0.45009902,0.00035977364,-0.05987324,0.04105711,-0.45140636,-0.3824341,-0.48233333,-0.003957968,-0.049828902,0.1002482,-0.16290027,-0.20408633,-0.4346858,-0.28559935,0.12471161,-0.062669575,0.018865263,-0.1888445,-0.016394049,0.3345189,-0.07482357,0.40910667,-0.2489769,-0.15065716,0.08757899,0.14567192,0.10753876
0.12963857,-0.13019319,-0.13136789,-0.12991035,-0.045074947,-0.1601001,0.045061544,0.13513559,0.16704008,-0.36310238,0.06432099,-0.03695089,0.15913555,-0.17432569,0.013048464,-0.3325622,-0.18974978,0.03545405,0.082099214,0.070105314,0.053525075,-0.0024864972,0.032574575,0.022579024,0.022204824,0.20210096,0.13628629,-0.1482821,0.040249437,0.012328729,0.18750869,-0.099095196
-0.06635927,-0.023393117,0.14408973,-0.004151934,0.073641755,-0.32917464,0.08498308,0.015038397,0.19444442,-0.22729522,-0.056910973,-0.16152401,0.27703378,-0.059739895,-0.0830019,-0.17457451,-0.22519782,-0.075220175,-0.16687131,-0.0861866,0.05980203,0.28814313,0.02487316,0.084555715,0.178095,-0.021740641,0.040356353,-0.14514576,0.051859953,-0.19252995,0.3032464,-0.09517069
-0.12039819,-0.010258578,0.28025547,0.17694074,0.19596851,-0.49176058,-0.0071103126,0.0076904665,-0.04134539,-0.35862845,-0.13831344,-0.027260415,-0.07019945,0.033901647,0.050288606,-0.030635208,-0.1606768,-0.38359916,-0.2248783,0.20874937,0.07652983,0.006873224,-0.14146551,0.07845602,0.09618004,-0.076732725,0.11597647,-0.36198738,0.075745836,-0.037679452,0.34028926,-0.059987705
0.009761933,-0.0156077,0.100574434,0.02256073,0.12004891,-0.4908053,-0.12312931,0.0068840086,0.0419628,-0.28161308,-0.12283394,-0.12619741,0.06956086,0.11883867,0.14713402,-0.08197945,-0.24045706,-0.2719702,-0.17352344,0.08412983,0.10845664,0.1230908,0.07396483,-0.043650724,0.03959848,0.04802019,0.21487929,-0.26375997,0.059552323,-0.11975795,0.20052648,-0.25391203
0.22510482,-0.032133747,0.09577245,-0.024053847,0.021170674,-0.22253859,0.111520745,0.11717424,-0.020877594,-0.17981601,-0.08642271,-0.10742422,-0.0017399415,-0.05430661,-0.028946295,-0.12736803,-0.13765578,-0.07704082,-0.18920767,0.11155978,0.050696425,0.0613298,0.06730704,0.0020517856,-0.0119108595,-0.087620944,-0.06250544,-0.05300728,0.06686745,0.041777223,0.017451625,-0.020322695
0.18007153,-0.0007354617,0.12708476,0.139352,0.08794633,-0.4103417,0.20958339,-0.08073977,0.35231188,-0.18097924,0.10609718,-0.07493754,0.1095728,-0.17441401,0.069895275,-0.15119764,-0.16311237,-0.23491012,-0.37432328,0.0896628,0.10510695,-0.017453704,-0.019876666,-0.08425723,0.084848285,-0.11939606,-0.023314878,-0.10694599,-0.13635388,0.007264111,0.18664666,0.075255856
0.09351727,-0.021465749,0.12987079,0.24120215,0.075075686,-0.55469286,-0.21249026,0.033021845,-0.007398965,-0.35240158,-0.13406411,-0.29570693,-0.115950316,-0.24069807,-0.03804628,-0.26790696,-0.30396643,-0.2432445,-0.15864559,0.04978452,-0.15126677,-0.025350876,0.06279442,0.008407755,0.15779515,-0.17612296,0.30700213,0.049486473,0.057978407,-0.018102374,0.16431007,-0.14026687
-0.019626489,-0.0744827,0.017798714,0.116540834,0.06234315,-0.37034434,-0.28060612,0.29186574,-0.0426261,-0.46683547,0.029054478,-0.37647426,0.18954928,-0.0027605137,0.08195893,-0.28417236,-0.17971234,-0.053716857,-0.12623945,0.016796663,-0.08756314,-0.10392546,-0.072100446,0.11825902,-0.098080896,0.0682966,0.30375373,-0.07508462,-0.118507475,0.14612849,0.13075402,-0.047290076
0.008879054,-0.12658943,0.09655161,0.077502236,-0.004322298,-0.17065401,-0.039163724,-0.123132266,0.0960313,-0.31448746,-0.06786954,-0.0624282,0.14072317,0.016590137,0.16486342,-0.16931362,-0.11822452,-0.11346149,-0.06668091,0.009771336,0.16091433,-0.028001621,-0.05107908,-0.10604896,-0.11056792,0.059934027,0.14493808,-0.17125757,0.016856786,-0.1773293,0.15084663,0.05946792
0.041754074,-0.03653689,0.07598181,-0.06897697,0.029806752,-0.2690052,-0.019687347,0.028545417,-0.07779367,-0.20113072,-0.03612093,-0.17673033,0.10843365,0.004157141,0.057803396,-0.12717634,-0.25797403,-0.112180516,-0.10237959,0.009360164,0.1692413,0.09874649,0.10546352,-0.1144848,-0.038943134,0.058937777,0.005026132,-0.12604508,0.07139085,-0.10674456,0.18113798,-0.16616343
0.15364447,-0.06907372,0.12073072,-0.05396651,0.16199245,-0.15504403,0.13923922,-0.17126766,0.21868092,-0.24607801,0.016698554,-0.09397045,0.10529109,-0.09291597,0.09225464,-0.087566935,-0.17915753,-0.055437393,0.08861611,0.10848803,0.079150416,-0.07015063,0.14449567,-0.0625961,-0.13529912,0.045104228,0.14122635,-0.19735919,-0.03030367,0.028088015,0.20352128,-0.009942412
0.06869249,-0.12584522,0.2812882,-0.015699875,0.32880676,-0.42172027,-0.0070040077,-0.09675956,-0.008841231,-0.14965484,-0.024632003,-0.13477075,0.15298511,-0.019697718,-0.049078025,-0.36497605,-0.0341356,-0.16856474,0.17552695,0.16534561,0.03703186,-0.16943276,0.02750643,-0.022612996,0.12278193,-0.09918256,0.122974284,-0.14603275,0.09206718,0.0627138,0.2084839,0.069484346
0.09437759,-0.027707743,-0.004848674,-0.18286553,0.06385908,-0.396462,0.0026860088,0.21755621,-0.088307865,-0.27844214,-0.08292857,-0.1846219,0.16237971,0.06666602,0.014633736,-0.021192454,-0.3016635,-0.23985305,-0.02004433,0.111844406,0.20425056,-0.013564639,0.090119004,-0.17335078,0.020580411,0.1144626,0.28025436,-0.25731003,-0.11275159,0.010684166,0.17351624,-0.14333545
0.025072195,0.018201299,-0.122559205,-0.06372518,0.00944755,-0.33663923,-0.06563054,0.25612897,0.11921933,-0.22406736,-0.0759539,-0.21821693,0.09996307,0.0031810477,0.07264637,-0.16981392,-0.2891558,-0.12460681,0.0482724,0.17878385,0.13454771,-0.023299035,0.07042864,-0.020478524,-0.16296189,0.21155362,0.2551721,-0.25140023,-0.045733277,0.033054408,0.19541651,-0.1494709
-0.118236005,-0.22875434,0.109470665,0.23478451,0.05391689,-0.45013872,0.17149612,-0.03096578,0.12849206,-0.23217043,-0.07108617,-0.10418634,0.2702811,0.06894502,-0.019096151,0.1502966,-0.33679882,0.034437366,-0.10065961,-0.15500176,-0.13428634,0.3143689,-0.034654915,-0.022430977,0.041087765,0.087827414,0.035197664,-0.3440348,0.1865897,-0.044397727,0.21988638,-0.003971018
0.003234923,-0.055946536,0.0706086,0.014291138,0.042891797,-0.3241577,-0.13325591,-0.09646137,-0.09414229,-0.2680904,-0.13437119,-0.12297133,0.12845759,0.06430615,0.08544283,-0.17644498,-0.27403104,-0.1702531,-0.13047642,-0.052539576,0.19362761,0.12293519,0.06228262,-0.07585698,0.009812705,-0.022378564,0.14403519,-0.13086943,0.05655543,-0.1332668,0.10846561,-0.24772495
0.031483777,-0.06331712,0.22170435,0.11653789,0.22803974,-0.3824245,-0.14570238,-0.029873356,0.0554075,-0.3759271,-0.03863705,0.048319615,0.12783608,0.15438625,-0.09760662,-0.18909428,-0.2038685,-0.30522943,0.027175117,0.043653503,0.3152576,0.06771559,-0.1372287,-0.20239387,0.06251241,-0.15277058,0.0007569678,-0.32923365,0.15410773,-0.22285491,0.24008459,0.21239543
-0.01302284,-0.12109542,0.056969535,0.12238903,0.0710879,-0.26200572,-0.03284067,-0.06259698,0.17894892,-0.2588279,-0.11693095,-0.20200652,0.020303376,-0.014012933,0.045900047,-0.16204146,-0.24085997,-0.18692373,-0.18334484,0.13231134,0.106957205,0.09802527,0.029295523,-0.084596016,-0.07037799,-0.011673251,0.054772962,-0.13580737,0.11878878,-0.14616051,0.21036227,-0.029994141
-0.068176255,-0.1456415,0.15267944,0.12918395,0.13547447,-0.23400868,0.055996,-0.030888705,-0.033823825,-0.23114258,-0.10700767,-0.0030059628,-0.020922136,-0.02102419,0.07519625,-0.05194401,-0.18788774,-0.17409112,-0.12311986,0.09535637,0.07747914,0.2590238,-0.1333692,-0.05614869,-0.0068577826,-0.18047652,-0.12648962,-0.12728846,0.12965064,-0.121126294,0.17872497,0.08018101
0.1173363,-0.072825216,0.10773102,-0.13491243,-0.0066567203,-0.27769136,-0.05379971,0.0066945665,-0.08423264,-0.2239503,0.00592988,-0.13660896,0.13806747,-0.07979307,0.12759356,-0.23786029,-0.30217785,0.003219666,0.0049206167,0.0039447695,0.06839217,0.09710632,0.24968225,-0.049591012,0.0019813068,0.17542599,0.039777122,-0.022519719,0.1094369,0.09636165,0.2191971,-0.21884166
0.07826036,-0.02439823,-0.024410643,-0.14162606,-0.014705514,-0.26002675,0.03133449,0.14916262,-0.049429208,-0.2540439,-0.043408588,-0.13251765,0.014386289,0.05042897,0.015469702,-0.16251375,-0.26121825,-0.31033146,0.041952983,0.09307639,0.093295366,-0.0016881898,0.17548034,-0.041431364,-0.0032367334,0.19773388,0.12941313,-0.114082694,-0.20243382,0.13005221,0.10338144,0.00083188526
0.23675887,-0.063766554,0.10171664,-0.111159295,0.056420557,-0.51250035,-0.05783315,0.011019684,0.12678814,-0.22251122,-0.14185819,-0.39091027,0.10386096,-0.0023976713,-0.06582713,-0.0810453,-0.37151596,-0.37850446,0.027703106,0.2407655,-0.027191073,0.05719126,0.11884908,-0.13781878,0.19991261,0.1714588,0.3010794,-0.29420248,-0.18043692,0.29978776,0.329269,-0.11821991
0.03857784,-0.19897732,0.1641056,0.056121487,0.22172816,-0.4174642,-0.01971279,-0.00034863874,-0.02460465,-0.107064396,-0.16563985,-0.2600751,0.13480572,0.019500643,-0.19965239,-0.058411323,-0.2409435,-0.19975857,-0.35614476,0.17959435,0.07072031,0.1401147,-0.060472343,-0.24289247,-0.035232224,-0.31508905,0.003126135,-0.14330241,0.0776447,-0.13357902,0.10661378,-0.045203276
0.13230562,-0.08108685,-0.085954234,0.17305341,-0.041251376,-0.28127855,-0.37554204,0.11713951,-0.06407186,-0.45064965,-0.14479345,-0.3113252,0.07495333,-0.14928904,0.06361841,-0.60210127,-0.005906962,-0.10727757,-0.009383962,0.01484599,-0.117619336,-0.19776839,-0.11319853,0.0029214844,-0.017712928,-0.038679693,0.5467932,-0.09132654,-0.12758183,0.17333168,0.24132687,0.00045646727
0.01564487,-0.20792633,0.2502875,0.097700536,0.09888205,-0.28306946,0.08231578,-0.031949792,0.06112321,-0.27331695,-0.029164463,-0.007981237,-0.045056254,-0.026514955,0.01105805,-0.19354072,-0.24480985,-0.2528454,-0.24102125,0.08790464,0.22491825,0.19932634,0.01956816,-0.105988525,-0.036919005,-0.12631996,-0.2192033,-0.15898521,0.06600462,-0.09461479,0.08776649,-0.05729788
0.001473099,-0.1413112,0.06824997,-0.10211941,0.07246005,-0.3055672,-0.03832554,0.050826423,0.07436122,-0.24717836,-0.021354131,-0.01230675,0.12672809,-0.018554002,0.14148831,0.0024047866,-0.26019967,-0.071749926,-0.107910335,0.06494461,0.1002896,0.08858992,-0.00935062,-0.019634804,-0.04584311,-0.005774716,0.032897606,-0.14410773,-0.008245977,-0.14010361,0.08251913,0.033474475
0.0943526,-0.08791849,-0.06705117,0.11599387,0.05915687,-0.3429621,0.07988387,-0.01683623,0.3002838,-0.39179423,-0.19227386,-0.1419614,0.11160521,-0.06578068,0.12876843,-0.06684479,-0.17537618,-0.25720358,-0.20607051,0.10625102,0.009276696,0.101499565,-0.09745834,0.04825848,0.26230174,-0.04115654,0.0694907,-0.26725453,-0.01704456,-0.18960847,0.28806224,0.07873302
0.13280004,-0.0654575,0.010726735,-0.10036084,0.051627517,-0.2400991,0.008211531,0.09206101,0.0075455178,-0.20602763,-0.004044436,-0.12435618,0.11378257,0.0066619217,0.007764103,-0.15903337,-0.24128303,-0.119371355,-0.013141719,0.05893617,0.06321358,0.064396575,0.11666681,-0.10497007,0.06779267,0.12761417,0.11843587,-0.049686216,-0.032800682,0.060081124,0.118371546,-0.10994125
0.061247915,-0.17556366,0.23900355,-0.055650465,0.1650236,-0.29910928,-0.08861638,-0.051101826,0.021282323,-0.1749628,-0.024485298,0.0010993062,0.073599786,-0.054659028,0.024913628,-0.04653739,-0.088776,-0.15497759,0.036221646,-0.019621361,0.083683014,-0.06317507,0.021890508,0.03429366,0.054227337,-0.007839004,0.11116078,-0.20384803,-0.013476944,-0.16901115,0.13767715,0.16899881
-0.05872384,-0.07065451,0.32256943,-0.092437,0.15119666,-0.42353216,0.04018323,0.024519674,-0.1265346,-0.26142716,0.003564667,0.10288045,0.025956579,0.22894232,-0.16003942,-0.1303877,-0.17842624,-0.103411935,0.061149836,-0.04917027,0.113044456,-0.06553131,-0.18564254,-0.2748781,0.09323698,-0.24650931,-0.18711868,-0.31646305,0.051282417,-0.03170869,0.2700354,0.20738551
0.0017275587,-0.10569507,0.17362598,-0.017348908,0.06357391,-0.29596683,-0.23041043,0.12740976,0.11563979,-0.3950315,-0.1078732,-0.10847816,0.20373878,0.01946361,0.08353252,-0.079622425,-0.124127656,-0.046550713,-0.020663314,-0.11231983,0.07395915,-0.062122606,-0.1756878,-0.031101003,-0.005678341,-0.04172656,0.16752276,-0.1331369,0.0010233279,-0.07429236,0.09965022,-0.016053993
0.111759156,-0.13060147,0.12106019,-0.026169771,0.0837817,-0.35600686,-0.08893884,-0.10291525,-0.07773815,-0.24621117,-0.10596459,-0.11271885,-0.026332838,-0.15605392,-0.056175396,-0.10144411,-0.1969969,-0.263498,-0.043698728,-0.069872625,0.26222825,0.11592011,-0.104880705,-0.0056596883,0.052157834,0.09034902,0.014480971,-0.19004859,0.023869637,-0.13248746,0.053904638,-0.2867894
0.099140815,-0.06949447,0.040061556,-0.04094816,0.12934877,-0.16413411,-0.02971699,0.12602553,0.21362382,-0.28807184,-0.0848926,-0.02928606,0.15588523,0.03186221,-0.01624094,-0.23603097,-0.14641616,0.04159706,-0.109040655,0.099007726,0.008574989,-0.13426736,-0.04034824,0.045362957,-0.21018207,0.10483266,0.23977917,-0.05458727,-0.114982456,-0.025112562,-0.01971852,-0.14693868
-0.014494863,-0.22436824,0.235148,0.10099283,0.03816227,-0.36317283,-0.0032964796,-0.08175581,0.079902545,-0.31639704,-0.074135646,0.09015777,0.15867399,0.07272279,0.094689965,-0.070401095,-0.079454765,-0.2196309,-0.21279913,-0.100048885,0.19956955,0.23571107,-0.15344854,-0.019186879,-0.058986194,0.058504973,0.15981464,-0.12113486,-0.059392303,-0.080276325,0.23456702,-0.051164933
0.013100345,-0.26649922,0.19396357,0.113818325,0.122466095,-0.1995765,0.0097720325,-0.09918355,0.06649709,-0.14167354,-0.07245395,-0.077847674,0.093507715,-0.110236764,0.020912765,0.05584839,-0.3114425,-0.20760456,-0.22428752,0.039226092,-0.15422377,0.1727401,0.051127657,-0.0955852,0.19210051,-0.07247968,0.16419032,-0.23136662,0.07639436,-0.020501584,0.2995788,-0.03410339
0.11063042,-0.10952434,0.14337824,-0.07254185,0.1309792,-0.14401297,-0.0010738,0.12168127,0.2603418,-0.27154166,-0.16580708,-0.029943217,0.11024552,0.070355,0.008810321,-0.16565104,-0.16886875,0.041879136,-0.058219783,0.06108067,-0.028632008,-0.16222811,-0.052642416,0.16025074,-0.12702511,0.060719788,0.25036213,-0.080244035,-0.14537375,-0.04681629,0.0010138303,-0.17040592
-0.030665863,-0.07345857,-0.12364137,0.037985373,-0.006911155,-0.21335706,-0.1959145,0.2821532,0.05514796,-0.3391554,-0.15560068,-0.35469013,0.09697681,0.0036116457,0.004940482,-0.29012486,-0.11703122,-0.107555635,-0.13331926,0.14201123,-0.072300024,-0.1397706,0.0058335178,0.061092153,-0.21071203,0.17038932,0.3184637,-0.14455885,-0.15833187,0.06498571,0.12890744,-0.0789494
-0.09708464,-0.2181395,0.15360738,0.045355823,-0.056033887,-0.26482874,0.20056717,-0.2226204,0.04423625,-0.21538153,-0.14408956,-0.23446715,0.06990738,0.033437967,0.026998207,0.06942623,-0.22906828,-0.20501827,-0.20018514,-0.02699862,-0.11290028,0.15752766,-0.059253633,-0.2101703,0.080497704,-0.039190788,0.079169266,-0.2952002,0.03324825,-0.07258059,0.19165102,0.036881357
0.09370852,-0.14563985,-0.12785995,-0.03669367,0.010311151,-0.19073907,-0.07883163,0.14533435,0.02979866,-0.29554552,0.049817264,-0.099274024,0.1352459,-0.12402639,0.06206702,-0.2739897,-0.14703432,-0.086722,0.055029698,0.05014315,0.022591345,-0.022010118,0.03226984,-0.04996859,-0.0871245,0.10024434,0.16824488,-0.027547304,-0.0319837,0.05671838,0.11482554,-0.09713017
0.033562854,-0.06308248,0.20353374,-0.08079304,0.0563955,-0.41658467,0.13856643,0.051105812,0.09429028,-0.080546685,-0.08026488,-0.3864014,0.03560774,-0.2900956,-0.08522488,-0.1883453,-0.16023949,-0.18521374,-0.17008501,0.118483886,0.059023183,0.028368793,-0.017442653,-0.1267222,-0.02410432,0.026746431,-0.057812903,0.074665576,-0.05352644,0.081259444,0.040591106,-0.066532165
-0.13856533,-0.09936385,0.17679021,0.06940083,0.30291125,-0.3513042,-0.11190316,-0.047932453,0.09430879,-0.54534096,-0.05394441,-0.20552798,-0.016501293,0.1161887,-0.2053015,-0.18489385,-0.19364813,-0.3467412,-0.38589066,0.13039917,0.25906944,0.026557721,-0.15514986,-0.3444454,0.1646126,-0.34783196,-0.22092655,-0.3793234,0.094873324,0.06861003,0.25364444,0.035732836
0.08920907,0.036445573,-0.15727767,0.0072700046,0.107173264,-0.24103421,-0.062766746,0.20019244,0.07814971,-0.3149364,-0.021651745,-0.17717847,0.15013777,-0.18071848,0.023895757,-0.4450674,-0.27326998,-0.12518135,-0.010399222,0.103753485,0.04694128,-0.31163117,-0.047195807,0.043533303,-0.21996783,0.2454327,0.3941073,-0.09945077,-0.09666608,0.23971678,0.10875414,0.006364133
0.08324526,0.06761163,-0.10090082,0.12363866,0.10320002,-0.35968083,0.06102775,0.07050049,0.27077365,-0.08789488,0.087190874,-0.12597112,0.14611031,-0.1489647,0.15948834,-0.102957524,-0.14283425,-0.13468793,-0.23679018,0.025509164,0.11417797,-0.024746299,0.04571762,-0.17860085,-0.022826977,-0.079214685,0.06829006,0.08310216,-0.15635309,-0.017414074,-0.013254441,0.039474733
0.116214894,0.029264187,-0.020053469,0.09285574,-0.02747581,-0.22650854,-0.17577568,0.13190329,0.048912086,-0.18635257,-0.198051,-0.2651326,0.05241788,0.013578232,0.0031682327,-0.35311872,-0.009141304,0.020584255,-0.21698602,0.10588275,0.0066657513,-0.09922694,-0.12648663,-0.1928093,0.092160344,-0.15640526,0.29804826,-0.03258666,-0.13088167,0.1078072,0.03113886,0.03396032
0.039010204,0.024718888,0.24392495,0.10095907,0.0660574,-0.3087792,0.17638114,0.1429321,0.10366304,-0.09359041,-0.015004963,-0.19326325,0.002200909,-0.29653743,0.09438034,-0.20992807,-0.29330856,-0.03114797,-0.20235854,0.07640861,0.10290618,-0.11631904,0.0013065804,-0.19146638,-0.0041730255,0.022753544,0.14758569,0.09909543,-0.1105683,0.2714312,0.04008887,-0.09978007
0.081738934,0.0523796,-0.025432374,-0.065283276,0.18000796,-0.25545305,-0.010895401,0.18866284,0.28316447,-0.26402333,-0.23179586,-0.13528314,-0.016103182,0.046810538,0.118039854,-0.19435555,-0.14206992,0.016657295,-0.07346117,0.17608374,-0.108220875,-0.051928412,-0.031029806,0.0469775,-0.2560775,0.10909312,0.1864587,-0.1998501,-0.027329857,-0.17397222,0.12780611,-0.20614499
-0.022178613,-0.14730805,-0.02343113,-0.08804113,0.032048527,-0.109800376,0.050139174,0.09286352,0.05911785,-0.28962737,0.08643228,-0.0847546,0.12114695,-0.12491267,0.020302542,-0.19767298,-0.17731054,-0.044196457,-0.027581256,0.10541871,0.05595635,-0.014313921,0.0523295,-0.09801912,-0.038337905,0.16001298,0.13642347,-0.054762647,0.013021199,0.0033756047,0.16594836,-0.16276927
-0.06844259,-0.24348043,0.3496878,0.026972953,0.20426753,-0.21668626,0.14932968,-0.04250098,-0.055521384,-0.12336105,0.07259555,-0.09204717,0.1523885,0.012472525,-0.09611565,-0.25455052,-0.165699,-0.40035355,0.0582492,0.1553684,0.07427545,-0.18642583,-0.23529598,-0.07499909,0.08493984,-0.24012408,0.2712083,-0.19806463,-0.1034234,0.2072562,0.4049563,-0.08657055
-0.17795263,-0.024609413,0.07635365,-0.051112205,0.24411629,-0.08729054,-0.030921906,2.143206e-05,0.09493208,-0.2853212,-0.032184243,-0.12868813,0.058690738,-0.013886362,-0.16464856,-0.16210085,-0.1269587,-0.13637991,-0.2010878,0.07517193,0.14869596,-0.24841309,-0.17842625,-0.2800054,0.20390925,-0.14762104,0.040349513,-0.3438015,-0.1265837,0.124364614,0.26987892,-0.09166354
0.11196193,-0.2822688,0.31120476,0.039119385,0.0657299,-0.31458873,0.211851,-0.052498586,-0.049366288,-0.1057944,0.044433564,-0.064261764,0.083681956,-0.0073095188,0.013807333,-0.089474194,-0.13276753,-0.19786298,-0.11082238,-0.097360805,0.051838696,0.07965019,-0.14261751,-0.15570097,-0.011342563,-0.23143545,0.029697001,-0.19083251,-0.1567995,0.018537685,0.2939831,-0.030930266
-0.04318849,-0.04802063,0.30182153,0.31384027,-0.034177974,-0.36450964,-0.10164115,-0.09733713,0.121338435,-0.408764,-0.10645289,-0.10021329,0.08764145,0.2567222,0.105824366,-0.093486995,-0.36677837,-0.24124119,-0.17753777,-0.013091877,0.28814718,-0.019065805,-0.25907135,-0.12115599,0.10537548,-0.18651775,0.18226552,-0.15696058,-0.0057810433,-0.27314186,0.34591395,0.08984773
0.093872555,-0.124790594,-0.010784268,-0.15712807,0.018253675,-0.18417315,0.12593517,0.097322375,0.062075146,-0.30752343,0.0066722333,-0.119890675,0.15383834,-0.082603954,0.031087674,-0.24256966,-0.21080384,0.016921569,0.00936646,0.0713991,0.044794027,0.11040598,0.06426005,-0.022194386,0.034776427,0.138983,0.08217706,-0.046106108,0.019978492,-0.08302043,0.1513331,-0.08745902
-0.016942736,-0.06668868,0.10202761,0.084962055,0.044840425,-0.3222343,-0.07539627,0.011475228,0.0770406,-0.26001245,-0.1341407,-0.046937957,0.06626015,-0.0344339,0.09570385,-0.07913392,-0.1979224,-0.15045327,-0.12480026,0.02068866,0.0875468,0.0876998,0.01902733,-0.0326087,0.018742755,-0.025270596,0.03999582,-0.16172877,0.049498297,-0.14582282,0.15602283,-0.08846067
0.084407374,-0.075578496,-0.084292784,-0.11483568,-0.023649244,-0.38105264,-0.0016626716,0.19274533,-0.05190757,-0.21979864,-0.07043305,-0.21845998,0.0376426,0.10297561,-0.058731508,-0.12005223,-0.32785407,-0.36284736,0.012218094,0.19902095,0.16376753,-0.01877927,0.13529176,-0.11317924,-0.018591486,0.13680926,0.17370433,-0.103052914,-0.10229848,0.06536181,0.1347249,-0.010403782
-0.060029127,-0.15806647,0.26660213,0.20062357,0.052371725,-0.48166448,0.2249177,-0.108714886,0.20859799,-0.27542284,-0.048488438,-0.11225356,0.07441284,-0.011767849,-0.0115711875,-0.06791641,-0.39053673,-0.36268952,-0.13706975,0.024266355,0.024182945,0.32182288,-0.14096805,-0.08949454,0.03928554,-0.24898265,0.096521676,-0.21810609,0.1447481,-0.15387987,0.24910662,-0.041484587
0.16486946,-0.13854268,0.13947253,-0.0027814673,0.11901046,-0.38062266,0.024018705,-0.082475476,0.16771862,-0.2596918,-0.020108841,-0.280932,0.13517386,-0.13059469,-0.11499297,-0.20388916,-0.34025562,-0.14777648,-0.15847322,-0.033689022,0.006695695,0.22751988,0.1927629,-0.050669186,0.15893756,0.16718678,0.112890065,-0.13624422,0.14090405,-0.15793568,0.41354826,-0.06512057
-0.006869979,-0.12992197,0.10474192,-0.09208099,0.10345271,-0.5209989,-0.0656366,0.049652044,0.10985692,-0.2647853,0.028372496,0.036583334,0.04387372,-0.07859546,0.20165244,-0.042603344,-0.24075623,-0.07244814,-0.0021604486,0.12814815,0.06607908,0.17392966,-0.02009606,-0.024765054,0.012962975,0.062289275,0.013281923,-0.28177524,0.013272814,-0.29005015,0.17084363,0.08398574
0.29566598,-0.15850928,-0.2805425,0.05382608,0.026401032,-0.15562382,0.023573294,0.21539408,-0.01276686,-0.17946982,0.095339954,-0.17495653,0.10751543,-0.21165551,0.15841953,-0.21254537,-0.24206941,-0.24263795,0.058461413,-0.01607164,0.12180133,-0.06341597,-0.006434258,-0.10842299,-0.04113207,0.29072928,0.21565522,-0.40876234,-0.19906114,0.056202307,0.0155094415,-0.16912347
0.0645454,-0.1790244,0.29253426,0.09195268,0.3000255,-0.41743186,0.026645944,-0.060218576,-0.06520717,-0.06793008,-0.087974906,-0.09415613,0.0774936,-0.052533373,-0.06263101,-0.052514248,-0.12633136,-0.3863674,-0.18214357,0.08324541,0.08807926,0.15976843,0.01991934,-0.036202677,0.06397465,-0.15775509,-0.06410977,-0.28937656,0.1393888,-0.050401885,0.121792704,0.017694976
-0.07940264,-0.08201438,0.25241104,0.031956427,-0.013266692,-0.16605163,0.048354924,0.074907415,0.075605,-0.16904989,-0.008836754,-0.096341506,-0.032148264,-0.16616854,0.0344088,-0.057177953,-0.18797244,-0.023331588,-0.16892791,0.16455096,0.07974924,-0.02456674,0.07282031,-0.057468385,0.11756454,0.025338292,0.22763665,0.08957473,-0.034040913,0.13124475,0.2833904,-0.1644192
0.088149324,-0.1838547,-0.034981877,-0.17692673,0.2685564,-0.38156712,0.05526392,0.17631191,0.16657954,-0.4727499,-0.3438393,-0.11594471,0.21357116,-0.013832934,0.278711,-0.18614484,-0.30493745,0.108150154,-0.21899188,0.13338125,-0.12179851,-0.18976307,0.121283874,0.0249921,0.01751355,0.12302273,0.12325606,-0.08126494,-0.101767816,-0.28890854,0.13717575,-0.41312355
0.2887146,-0.17497799,0.21646866,0.0030920564,0.21842296,-0.4669524,0.076115936,-0.09959643,0.08146929,-0.08297053,-0.02167046,-0.108576104,-0.0009415969,-0.048983835,0.18551353,-0.22247341,-0.10169203,-0.11609143,-0.04927014,-0.030718654,-0.050105326,-0.11697878,0.21867312,-0.08019788,0.10680881,-0.051171694,0.16996002,-0.23026231,-0.016449213,-0.011245858,0.23028019,0.20777175
0.14616331,-0.1515949,0.09437083,-0.08064566,0.11942256,-0.3456887,-0.06160445,0.038605258,-0.033956807,-0.12636511,-0.12246645,-0.1367083,0.11370425,0.0114283115,-0.0456106,-0.04441267,-0.17334342,-0.12006919,-0.06551478,0.08457877,0.10179448,0.121890664,0.027907215,-0.1451252,-0.017390057,-0.11673803,0.04260545,-0.16196625,-0.017433308,-0.045090474,0.15430361,-0.12520282
