,emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,emb_8,emb_9,emb_10,emb_11,emb_12,emb_13,emb_14,emb_15,emb_16,emb_17,emb_18,emb_19,emb_20,emb_21,emb_22,emb_23,emb_24,emb_25,emb_26,emb_27,emb_28,emb_29,emb_30,emb_31
486,0.062291566,-0.06302666,-0.02965685,-0.00087703764,0.08155653,0.24792919,0.00022894889,-0.036291927,-0.11022771,0.17655982,-0.15149045,-0.012660444,-0.006766059,-0.10502079,0.13838935,0.07696136,0.035439476,0.0066248477,0.039775893,-0.1174229,0.06362359,0.014663309,-0.16620359,0.05546304,-0.13447991,0.10950558,0.08975527,0.12101951,-0.21174023,0.042611577,0.13752568,-0.08742568
487,0.13619299,-0.07793033,0.09608258,0.1816096,-0.04789826,-0.035752337,0.020178393,0.21524885,-0.24951667,0.07411485,-0.07614582,-0.16032445,0.011366148,-0.081687875,0.097644374,0.036959913,-0.0704164,0.008654974,0.14925075,-0.022827893,0.010442011,0.09654565,-0.10030247,0.021482885,-0.043842323,0.0466427,0.10618663,-0.018596744,-0.279768,0.08924042,0.27829888,-0.03287375
488,-0.08630984,-0.03000078,-0.0632887,-0.28229523,0.041015383,0.008662941,0.05427961,0.166709,0.19328688,-0.10345052,0.24101505,-0.14536265,-0.13325323,0.18907902,-0.13599244,-0.29858273,-0.053922005,-0.036322895,0.28478178,0.0035104975,0.11126525,-0.27223808,0.009679452,-0.055206858,0.017360806,0.32047927,0.104847856,0.06417815,-0.22502616,0.09282593,-0.022090912,0.08840432
489,0.107092835,-0.050572462,-0.01091402,0.13209915,0.058828477,0.024788275,0.16476172,0.14063846,-0.18826509,0.127772,-0.045883384,-0.07618327,0.08779459,-0.056922987,-0.011319004,0.044271804,-0.008480512,-0.007829193,0.048599243,-0.02590971,0.09469538,-0.031771,-0.14945427,0.12422629,-0.0468214,0.1649691,0.08044037,0.027562186,-0.092107184,0.05798142,0.14637193,-0.09257202
490,0.06889923,-0.069061965,0.32721323,0.082365975,-0.024905851,0.15025684,0.24048564,0.15702893,0.23706497,0.26880044,0.03956183,-0.07707522,-0.47894865,0.25846362,-0.009367473,-0.1696046,-0.10822974,-0.008065559,0.3603585,-0.11295913,0.0152376145,-0.27348253,0.0060021877,0.14880131,-0.26084298,0.38010892,0.08903107,-0.0980637,-0.2001122,0.0017306842,-0.08090832,0.0079802945
491,-0.18137604,-0.046490505,0.026621506,-0.14118096,-0.0067452043,0.1348544,-0.05990709,0.038739964,-0.2154811,0.06209266,0.13970354,0.09772152,0.10696457,0.1147035,0.243557,-0.038770664,0.06596383,0.1383293,0.16932817,-0.15882792,0.2925185,-0.17293316,-0.11392838,0.071488746,-0.13101539,0.19369534,-0.071021065,0.36256725,-0.012493834,-0.1727153,-0.09628721,0.103265524
492,0.3353718,0.10384535,0.16985531,-0.1686384,0.22430936,0.010835007,-0.061534435,0.25737074,0.17316644,0.24197096,0.049741976,-0.2140233,-0.23481774,-0.022128701,-0.09692986,-0.14903319,-0.17436947,-0.031230617,0.2073065,0.25845292,0.030250736,-0.55732906,-0.2318785,0.046911173,-0.42664528,0.7104707,0.16808605,-0.24976599,-0.3406033,0.09717675,-0.013414755,0.15856825
493,0.16539243,-0.18794124,0.006030731,0.04247248,0.13767198,-0.114956036,-0.3379984,0.48981392,-0.318641,-0.09201798,0.29287967,0.112420335,-0.108627096,0.3796198,0.01756771,0.088255115,-0.097990766,0.073158436,-0.108487904,0.17335138,-0.33624905,-0.24613908,-0.0329402,0.04378463,-0.19474848,-0.37606412,-0.21639265,0.7500131,-0.3772527,-0.1876108,0.027793169,-0.42336005
494,-0.08822954,-0.24913207,0.2616161,0.0700382,0.0397153,-0.11330478,0.2251399,-0.014863372,-0.055748183,0.3167267,-0.16914043,-0.24328874,-0.25003234,0.026514247,0.19777554,0.034688674,-0.008145794,-0.33721846,0.058983356,-0.09863421,0.23398533,-0.03781581,0.4046085,0.37390786,-0.07972325,-0.043759093,-0.03049862,0.24496791,-0.4339629,0.1019814,0.022209078,-0.18180321
495,0.25130606,-0.075761005,-0.33813635,-0.3718667,0.17625718,-0.22709893,0.12516329,0.49052313,0.5279921,-0.21529388,0.534967,-0.2844243,-0.2484477,0.29531744,-0.26648372,-0.27438125,0.1012137,0.059537858,0.20207529,-0.08100858,-0.05699478,-0.20688945,-0.07246013,0.16094543,0.2614822,0.124814615,-0.063754626,0.097009346,-0.007805966,-0.11960718,0.33503038,-0.1484041
496,0.0849786,0.19250727,-0.23283726,-0.015137032,-0.031703696,-0.34004173,-0.16266811,0.25945053,0.20104754,-0.08921625,0.22839242,0.0013687573,-0.17452633,0.008474747,-0.09243839,-0.15845644,0.08462179,0.0794139,0.2858975,0.1359298,-0.0618037,-0.35093826,-0.10727447,0.062890664,-0.1748414,0.08199132,0.13493793,0.2867958,-0.058093317,-0.039422356,0.03455238,-0.18439838
497,-0.06571393,-0.025054224,-0.057708763,-0.3484345,0.16681999,0.0032559913,-0.27426007,0.0053126267,-0.20037979,0.16148296,0.1648593,-0.33536664,-0.11421068,0.06928488,0.034768328,-0.07796801,-0.17052343,-0.06903342,0.13239233,-0.09557202,0.14532843,-0.21550733,-0.22137584,-0.064116634,0.035088144,0.4261015,0.37499547,0.12934986,-0.2597912,0.2716446,-0.2784916,0.15540555
498,-0.21113801,-0.050765328,-0.09804452,0.11658142,0.01863395,-0.061492667,0.081799366,0.1726815,0.10232386,0.12443219,0.029413477,-0.03059813,0.035051882,0.092346765,-0.07606467,-0.18119054,-0.04073322,-0.06197317,0.11032152,-0.09263286,0.09964059,-0.15418535,-0.05698384,-0.057144247,-0.085963614,0.13712339,-0.00072792545,0.18157238,-0.17426163,0.004953392,-0.13081497,-0.13778082
499,0.13254574,-0.079352625,-0.084648736,0.02972953,-0.037349995,-0.03385049,0.04759098,0.017727133,-0.024873037,0.180951,0.05811405,-0.13774204,0.02255195,-0.00072270865,-0.058590375,-0.07345445,-0.01827325,0.06466773,0.13833609,-0.11054054,0.055546112,-0.13689925,-0.2018176,0.14382043,-0.06800265,0.14240378,0.19510347,0.1743376,-0.17148241,0.098438814,0.044524617,-0.06974134
500,0.053786412,-0.18976793,-0.0875333,-0.054926317,0.27568486,0.38776422,0.15795934,-0.054812886,-0.3227824,0.36284792,-0.1685005,0.07021924,0.065409586,-0.05539614,0.22756645,0.04773203,0.02178453,0.01868816,0.0029014945,-0.14719152,0.27047628,-0.10750699,-0.20176671,0.38394722,-0.09433922,0.32461846,0.15424143,-0.019103266,-0.20360526,0.07146434,-0.1293533,-0.26211905
501,-0.025960684,0.14387,-0.07824498,0.107953414,0.14707461,-0.40530878,-0.34561557,0.29707927,0.08147152,-0.31434625,0.3100955,-0.15748234,-0.14301825,0.1513998,-0.11897719,-0.21278866,-0.0954447,0.2377291,0.084639385,0.084306285,-0.21162787,-0.32088727,-0.075939275,-0.065721,-0.0065573864,0.09285646,0.17933932,0.36086023,0.025597967,-0.3675787,0.07800622,-0.39448154
502,0.02656503,0.085265845,0.036294907,0.27121192,0.006514609,0.27217758,0.17404285,0.025302818,-0.15151966,-0.038749635,0.007985279,-0.056822542,0.09930526,0.06359046,-0.042178713,0.08188754,0.084282145,0.16355106,-0.041997194,-0.26343915,0.20995657,-0.15762576,0.043153636,0.007994892,-0.2878037,-0.08021432,0.045032486,0.3267195,-0.035950426,0.20951901,0.42211074,-0.014172276
503,0.105066076,0.2073757,-0.12917818,-0.08996402,-0.010896139,-0.091084026,0.056236096,0.45283186,0.16185445,-0.18739428,0.07321927,-0.1349671,-0.20586258,-0.113304645,0.10137236,-0.29222858,-0.12085636,0.08303888,0.29332525,0.116742864,-0.29497105,-0.11633127,0.0046052635,-0.11938803,-0.09274394,0.14763625,0.0084617585,0.23279376,-0.26231456,-0.045406975,-0.09090319,-0.3374477
504,-0.2133016,-0.24299663,0.2334432,0.090244025,0.03578426,-0.17882723,0.06382853,-0.017314807,-0.03173046,0.1486294,-0.15785193,-0.36183348,-0.025145948,0.094551615,0.18750474,-0.2267428,-0.032040104,-0.086490095,0.015301287,-0.1333345,-0.008097738,0.077442355,0.14762156,-0.029694326,-0.15546007,-0.12456884,-0.049155544,0.2832085,-0.30145553,-0.04278484,0.20637424,-0.12624611
505,0.14059864,-0.058854125,-0.06119339,0.16990614,0.011224737,0.16171156,0.07281239,0.021919485,-0.18818596,0.13378642,-0.16093561,-0.06712747,-0.020605942,-0.0058028437,0.023686685,-0.0109361345,0.33635703,0.17406407,0.1295863,-0.08072115,0.078435056,-0.09272331,-0.12587775,0.0009929584,-0.11868244,0.09435576,0.012384603,0.14156677,-0.0663404,0.051606223,0.2693666,-0.1048145
506,-0.034642823,-0.174226,-0.21058089,-0.37174916,0.15181935,-0.23015806,-0.12209769,0.25352758,0.16536969,-0.3715389,0.16581431,-0.15943982,-0.1322829,0.060124807,-0.1952087,-0.26120955,0.045652136,0.017731145,0.19553508,0.0743576,0.25365415,-0.23734705,-0.2711074,-0.3486262,0.111113705,0.4496724,-0.11215471,0.15656279,-0.09511163,0.0065832417,0.2679665,0.25115287
507,-0.021451585,-0.17455284,0.11954902,-0.006296754,0.07285302,-0.006830748,-0.025186315,0.23254773,-0.16749676,-0.09586519,0.15802969,0.20858337,-0.14705968,0.43562517,0.24652086,-0.022983897,-0.01913333,0.15667143,0.20123558,0.04669355,0.06370963,-0.11512693,-0.036753662,0.1371193,-0.25677338,-0.090865225,0.13722064,0.26006478,-0.24623342,-0.20408876,0.110807374,-0.11817253
508,-0.16309786,-0.17131287,0.0010479372,-0.036059007,0.22361693,0.013128981,-0.14600685,0.30541465,-0.37636152,0.0926919,0.7921306,0.26054052,0.18260972,0.25104097,0.11671762,-0.08757481,0.36300725,-0.16039725,-0.07930264,-0.17993525,0.14604703,-0.008108083,-0.34204426,0.080924995,-0.111903906,0.48892036,0.29432005,0.09192915,-0.3592502,0.09913048,-0.6512112,-0.20948929
509,-0.0056714006,-0.4342512,-0.34332997,-0.4298659,0.08241132,-0.042293645,-0.056479346,0.37812304,0.21443616,-0.26325682,0.6170058,-0.23262331,-0.21349762,0.23748712,-0.11220525,-0.09980875,-0.013944663,-0.06567707,0.52897906,0.041221887,0.08137065,-0.35397655,-0.12033835,-0.10128289,0.09443922,0.23768456,0.31480315,0.113616884,-0.013080023,0.09809659,0.052346587,0.007936239
510,0.065694414,-0.11865577,-0.03536443,0.15258919,0.029406503,0.024319831,0.009901434,0.23505989,-0.0792773,0.0039011836,0.12275237,-0.032452784,0.014675636,0.07249933,0.09845034,0.087713376,0.06813461,0.047293775,0.10139116,-0.037481267,-0.0108099505,-0.22453755,-0.035959348,-0.08772947,-0.090450615,-0.108167954,0.012758683,0.25268692,-0.19085392,0.12549725,0.037726067,-0.0039156564
511,-0.0666647,0.14140481,-0.09033076,0.21608415,0.12774771,0.38948017,-0.07056502,-0.009488877,-0.21439248,0.23287448,0.03480209,-0.055720974,-0.14968821,0.229833,-0.002349943,0.08328756,-0.16468251,-0.15931465,0.26605687,-0.1415771,-0.020855159,-0.110167354,0.1306342,-0.09434018,-0.06588708,-0.09514523,0.035546217,0.40892154,-0.42728353,0.29767555,0.036242943,-0.096852764
512,-0.07242384,-0.1576145,0.30169913,-0.19801868,0.10573848,-0.3293783,0.04928706,-0.11497225,0.06019473,0.26813713,-0.12393394,-0.34118962,0.0961988,0.029419638,0.16690731,0.012168303,0.12551418,0.0037557557,0.25214887,-0.33379787,-0.0019245148,0.07191037,-0.0021585375,-0.27934855,-0.17651963,0.28739327,-0.14169985,0.27798712,0.09191003,-0.015259422,0.1902324,-0.25928438
513,0.099569276,0.04805349,0.005328603,0.034899775,0.22944856,0.109092504,0.016086556,0.13187954,0.0062437356,0.06934461,0.103273705,-0.1440566,-0.10732408,-0.0941459,0.13481921,-0.09424521,-0.030997694,0.08566718,0.12443431,0.0457108,0.1427106,-0.35083023,-0.00645566,-0.14825766,-0.11414225,0.43536648,0.07600598,-0.12408232,-0.21286228,0.1461967,0.10690843,0.18628584
514,0.14518246,0.11732344,-0.15410163,0.0010750517,0.28951958,0.036087696,-0.212701,0.20947358,-0.23715425,0.26141372,-0.11066338,-0.10561157,-0.17219932,-0.0911408,0.065277755,-0.037738424,-0.23891915,0.014808375,0.060236514,0.31210238,0.09872712,-0.32009998,-0.02151052,0.22950512,-0.19731939,0.439638,0.035844244,-0.08632979,0.060546674,0.06744204,0.07494992,-0.36930332
515,-0.34570506,-0.27565187,0.009449026,-0.46252352,0.13594997,-0.22106132,-0.28300115,0.1256381,-0.16358997,-0.116934136,0.36428845,-0.21760553,0.14321631,0.12205976,-0.011740841,-0.15574108,-0.034896158,0.061657347,0.33237123,-0.010005318,0.28596362,-0.29555213,-0.12181031,0.025791861,0.103572495,0.44112313,0.110761315,0.16941714,-0.105508894,-0.03573074,-0.2929899,0.14135942
516,-0.17849636,0.010889083,0.012340941,0.12244549,-0.04891239,0.12756836,-0.05411326,0.16693622,-0.22864911,0.29778156,-0.03674505,0.030011138,0.17857945,-0.027376547,0.12824482,-0.067061454,-0.061804757,-0.037211068,0.1799414,-0.16930252,0.16962573,-0.100769274,-0.0407357,0.055542484,0.0066974973,0.20501044,0.05486743,0.23828246,-0.1723691,0.03812306,0.030129716,-0.11356625
517,0.27605766,-0.08026075,0.44451267,0.0025999062,0.05552874,-0.06810308,0.41116768,0.2549385,0.06839493,0.23203425,0.08471661,-0.27861142,-0.2888417,0.11717272,0.08296509,-0.11568427,0.062463418,0.06581777,0.15627518,-0.06446284,0.22348629,-0.036674857,0.055898592,0.030586334,-0.17119318,0.24743654,-0.069194034,0.22113626,-0.32142797,0.019147519,-0.07052767,0.1421547
518,0.14148712,0.06889468,-0.15394303,0.05351228,0.06329596,-0.15489212,0.01964645,0.302668,0.069781765,0.07385939,0.08953731,-0.20328039,-0.10239367,0.048973862,-0.0052777007,-0.048260503,-0.058142036,0.038437862,0.1759331,0.004182972,0.10399101,-0.020463094,-0.19058608,-0.041356623,0.049092185,0.39821267,-0.23760992,-0.061677016,-0.010457307,0.022000723,0.24591565,-0.13257518
519,-0.1701591,-0.31015858,0.08735362,0.38516048,0.0470063,-0.06311996,0.187784,0.3160084,-0.04261411,0.15193745,0.028460324,-0.25931782,-0.048505712,-0.22358531,-0.020500671,-0.032675896,0.27726045,-0.049840532,-0.2713406,-0.14318565,0.11260995,0.13090968,0.038370237,-0.16992347,-0.32970357,-0.15958922,0.06183918,0.22009166,-0.089266635,0.18570593,0.499557,-0.3371524
520,0.14624593,0.0058735907,0.04280447,0.1077529,0.19640294,0.033165924,-0.17216131,0.29663503,-0.24771515,0.27278972,-0.22861096,-0.3059465,0.29216033,-0.17641553,0.0071661845,0.07823274,-0.14724322,-0.056388132,-0.008021578,0.091613024,0.052408874,-0.17739832,-0.0068450794,0.08305372,0.05093296,0.3152947,-0.19761159,-0.21111058,-0.106859654,0.11323942,0.31278205,0.019795276
521,0.39039737,-0.26758462,0.32318947,0.022135425,0.029645607,-0.0830759,0.0017624497,0.3671716,0.057566404,0.20400573,0.15385923,-0.0940092,-0.5344534,0.33446923,-0.24506569,-0.22428003,-0.0036199242,0.24191532,0.050247625,0.20909187,-0.24047084,-0.40266472,-0.28444389,-0.065371506,-0.35072994,0.011483592,0.05860933,0.14080931,-0.48532853,-0.018908605,0.059186637,-0.09032354
522,0.08419648,-0.11374706,-0.063968085,0.080026396,0.04232948,-0.21118648,-0.3184682,0.4079128,-0.13258694,-0.27819628,0.31706735,-0.21053335,-0.21344976,0.5530227,0.105497494,-0.20957832,0.28841764,0.14330101,-0.043744087,0.16675511,-0.38503557,-0.1616141,0.11155644,0.14125851,-0.054194182,-0.024441577,-0.04006367,0.5990703,-0.08263532,-0.17494759,0.12502521,-0.1706099
523,-0.03739314,-0.042679057,-0.11497031,-0.20770006,0.031321168,-0.034757555,-0.18167374,0.29435033,-0.07262382,-0.2298297,0.25689274,0.26065373,0.21850659,0.121038415,0.04200475,-0.17297892,-0.18635222,0.029708982,0.29653227,-0.10795176,0.17796151,-0.3793953,-0.16070287,0.011239812,-0.22790498,-0.059222132,-0.08325163,0.30732316,-0.06010917,-0.011144977,0.16453518,-0.038601607
524,-0.4724865,0.17323586,-0.26456794,0.016189039,0.21244922,0.5551259,-0.14134236,0.2502024,-0.38977873,0.34729236,0.07569236,0.24267276,0.1088589,0.2577684,0.10185876,0.031527713,0.06145011,-0.10610174,0.5061955,-0.24902305,0.22186726,-0.3449068,0.0717122,0.11895493,0.10832928,-0.11076854,-0.1399394,0.37440538,-0.66065025,0.16769831,-0.27264428,-0.020585977
525,-0.15311348,-0.06616077,0.053104512,0.19211274,0.23318034,-0.0059871823,-0.21327375,0.51302934,-0.034146827,-0.07334128,0.031665653,0.2263518,0.11070895,0.1611852,0.1263998,-0.18818544,0.09121613,0.013940141,0.23808557,0.0015986487,-0.22969878,-0.19707093,-0.28834212,0.16951677,-0.06940059,0.16256396,0.0012397952,0.47188693,-0.25733784,-0.041942783,-0.26505995,-0.36771187
526,0.015314318,-0.23222576,-0.23732868,-0.10961455,0.115535915,-0.21686538,-0.20985548,0.19239268,0.16434586,-0.034296796,0.5835944,-0.02759729,-0.016975079,0.18514644,-0.056893468,-0.30567345,-0.11339745,-0.11503403,-0.10333284,-0.078550994,-0.00034223497,-0.21828428,-0.1471198,-0.14407028,0.00033647567,0.20446506,-0.22200042,0.13522366,-0.12998089,0.09055708,0.16529948,-0.1545285
527,-0.54354453,-0.30834392,0.18622865,-0.34187227,0.5050895,-0.031829998,-0.4357423,0.5299606,-0.54378444,-0.037102997,0.50354505,-0.1902203,0.41731423,0.40089855,0.21527399,-0.0040327013,0.8950541,-0.09675011,0.3717076,0.12268126,0.06564981,-0.27873886,0.16057222,0.6239256,-0.06261265,0.44452995,-0.014015555,0.24509098,-0.10007824,-0.35786086,-0.3273345,0.18445653
528,-0.050677653,0.05381511,-0.10112905,0.110343374,0.096857384,0.19260687,-0.017928682,0.044851497,-0.1337534,0.2790334,-0.062364854,-0.08262887,-0.010844111,-0.03697057,-0.0150219835,0.027906459,-0.076896936,-0.023793953,0.16231865,-0.109081686,0.06485537,-0.07000066,0.045280263,-0.05263605,-0.08673946,0.1766652,0.06930709,0.09675716,-0.31957418,0.21217081,0.11782487,-0.14709444
529,-0.32390967,0.2440583,-0.18908003,-0.36067405,0.27974883,0.29382223,-0.2096907,0.22558698,-0.17594647,0.24536902,-0.041311234,0.12339298,-0.099020004,0.19988462,0.14147156,-0.10894941,0.1337621,-0.06924183,0.43890426,-0.09234456,0.19773915,-0.4406346,-0.06526641,0.14466769,-0.13375291,0.0680885,-0.032474622,0.42307517,-0.5281023,-0.21773134,-0.13748962,-0.06667906
531,-0.23304382,-0.24081765,-0.16474426,-0.5945764,0.21447402,0.15942281,-0.014363493,-0.14130193,-0.26376247,-0.054296568,-0.032981887,-0.15730171,0.08123894,-0.07098583,0.074255645,-0.02577633,0.009357564,0.35456142,0.26858568,-0.13016851,0.04864855,-0.37992778,-0.24607596,-0.02149266,0.06311683,0.36633253,-0.058813464,0.21500733,0.08055122,-0.18393102,0.018809445,0.29191363
532,0.2055988,0.0983928,-0.107773095,0.028351776,-0.06378857,-0.27193522,0.010635331,0.34875342,-0.15946573,0.011239506,-0.05587501,-0.059713177,-0.16469777,0.20427267,-0.15296517,0.060675852,0.057975266,0.036616996,-0.058394313,0.048073426,-0.039525174,-0.10720726,0.0107264,0.0388648,-0.09717357,0.35667634,-0.00034397654,-0.050268598,-0.21045583,0.054271832,0.15474913,-0.07198553
533,-0.34519905,-0.13512316,-0.13146047,0.098076984,-0.006287098,0.13647047,0.26111913,0.25524235,-0.14949028,0.05846532,-0.0993644,-0.46468493,-0.31893605,-0.172946,-0.016765999,0.0016516356,-0.015841305,0.07000335,-0.040031523,-0.22254431,-0.044947296,-0.22420892,0.17148846,-0.4299418,-0.17261414,0.08138859,-0.05415696,0.24252276,-0.4060646,-0.12554811,0.19193627,-0.35959357
534,-0.36796272,-0.14883536,-0.2975604,-0.3066175,0.35459292,0.0014887042,-0.18606302,0.29380894,-0.23394132,0.010329485,0.3517793,-0.03665083,0.22962229,-0.015242271,-0.12127446,-0.2274454,-0.17815442,-0.044245362,0.3469808,-0.06877667,0.30791315,-0.38657948,-0.092745095,0.049069576,0.034781612,0.25370735,-0.10333814,0.15936768,-0.14004686,0.042109497,-0.34155297,0.18012485
535,0.14805424,0.06617181,-0.18742481,0.093931764,0.23404394,-0.3402754,-0.42385632,0.5644964,0.09145427,-0.10060866,0.4080758,0.065361306,-0.2934969,-0.006446719,-0.051905364,-0.14319545,-0.059194032,0.08303626,0.45432803,0.32224074,-0.07623842,-0.2792204,-0.13878259,-0.15548204,-0.14591283,0.16134685,0.14015847,0.23968565,0.036209196,-0.102242,0.0681895,-0.30233425
536,-0.13004446,-0.19998878,0.027620234,-0.23609744,0.13677743,0.033462055,0.044818945,0.08315783,-0.24660406,0.20192105,-0.03148803,0.047359765,0.23649128,0.039979663,0.07190023,-0.05646665,0.07549567,0.17670219,0.08608393,-0.12181844,0.23687518,-0.19362475,-0.13777101,0.058295585,-0.048458967,0.29447654,-0.10606696,0.21885413,0.06632233,-0.05218467,-0.093092844,-0.048764158
537,0.12395778,-0.11687121,-0.22811137,-0.19322717,0.21774396,-0.0027275085,0.0667762,0.3735186,0.3427909,-0.06323569,0.34031278,-0.2866868,-0.3401514,0.15035526,-0.012521297,-0.2343106,-0.015354231,0.08326891,0.3605912,-0.19956484,0.09258954,-0.16890536,-0.25633627,0.06761165,0.31735176,0.0911763,-0.12204224,-0.06122287,-0.008939724,-0.017096478,0.2563331,-0.03707184
538,-0.06122043,0.23414454,-0.025010496,-0.107907906,0.21999623,-0.19339368,-0.41289175,0.31569624,0.061694816,0.011781603,0.35898998,0.035827376,-0.18480352,0.0725266,0.0399203,-0.2957671,0.03808567,-0.062207118,0.18261588,0.08628623,0.08454557,-0.29467767,-0.28997707,-0.118128,-0.08158637,0.15143925,0.24514358,0.20641866,-0.14443189,0.008019492,-0.13160792,-0.062156416
539,0.02986727,-0.37628925,-0.30241486,0.031852424,0.059576515,0.13054326,0.08141829,0.062422425,-0.2632376,0.3495603,0.08331779,-0.22329992,0.4037061,-0.033764604,0.04379046,-0.014457583,-0.007275641,-0.025860727,0.26756716,-0.45853764,0.27724734,-0.17433469,-0.36484534,0.31065542,-0.15598404,0.22275051,0.30364257,0.10753256,-0.24626158,0.21452408,-0.35425255,-0.046151027
540,0.23366743,-0.06348454,0.0045935847,0.061522387,0.035456903,-0.034559265,0.4638111,0.19151062,0.4484074,0.22154425,0.15130413,-0.36611256,-0.3960231,0.18512058,0.04360059,-0.044957004,0.047049567,0.0042974018,0.18141432,-0.24960601,0.1666882,-0.21789192,-0.042605955,0.15020101,-0.05389881,0.30842942,-0.17658868,-0.011396907,-0.09810454,0.025823547,0.1701685,-0.03479148
541,-0.3867611,-0.53528196,0.4292259,-0.4428509,0.3302984,-0.34799275,-0.36326742,0.48332542,0.34141803,-0.35613108,-0.22096036,-0.33372962,-0.020265251,-0.07391136,0.040964343,-0.5161512,0.31118104,-0.39763814,0.5415049,0.27733815,-0.07296407,-0.25520524,-0.15999988,-0.27078664,-0.932462,0.034562208,0.019033432,0.35820442,0.015446104,-0.23008528,0.163281,-0.37757775
542,0.14289218,-0.050607562,-0.085866585,0.13445255,0.06608681,0.09354242,0.15337718,0.06756995,-0.20918271,0.16123275,-0.12729107,-0.08554078,0.06147378,0.03454399,0.03407664,0.0941189,-0.083478555,-0.14130034,0.05804933,-0.0452431,0.058158733,-0.06915289,-0.13355018,0.12131012,-0.02990489,0.11195116,-0.00956816,0.09028048,-0.09010956,0.13230273,0.20655176,-0.13192755
543,0.2850149,0.013450041,-0.13747437,0.06583783,0.11995746,0.007829398,-0.004434958,0.20816433,-0.16974586,0.11592616,-0.18340713,-0.2697627,0.009968324,-0.065937325,0.040377505,0.08159205,-0.18669374,-0.21713817,-0.042679645,0.12729606,0.021662585,-0.24096642,-0.15006237,-0.007255323,-0.2624629,0.4234851,0.0944266,0.011356007,-0.24380481,0.03750328,0.076044515,-0.11463414
544,0.18805575,-0.24692208,0.17400837,0.18240604,0.064031556,-0.11073252,0.3156031,0.12724061,-0.0498806,0.26536185,-0.085942894,-0.19083564,-0.23698762,0.19519967,0.097682655,-0.09056438,0.07030206,-0.043712236,-0.030728698,-0.07868223,0.1448443,-0.220863,0.10981903,0.046289757,-0.25488517,-0.07131781,0.002553016,0.018237405,-0.3123878,0.05122293,0.06833419,-0.011129009
545,0.121592015,-0.08738267,-0.048727646,-0.07956326,-0.06904064,-0.17165802,0.047561675,0.14479983,0.14796951,-0.023226053,0.26976982,-0.06678748,-0.08542493,-0.006421741,-0.08899,-0.040182915,-0.098001756,-0.015153244,0.12602773,-0.0626044,-0.06749346,-0.059137814,-0.096466266,0.030184966,0.03187094,0.09249423,-0.0004421249,0.13199878,-0.24309881,0.054504402,0.17653352,-0.034720242
546,-0.2653879,-0.0154691115,-0.44162866,0.07114582,0.22276033,-0.015613481,0.08048463,-0.1392288,0.08514828,0.6004451,-0.24015549,-0.44901904,0.052845098,0.07818985,-0.04029558,-0.11003651,0.3913595,-0.062249206,-0.098628,-0.16408549,0.07176155,0.047272615,-0.106974676,-0.15903902,-0.07580096,-0.082486466,0.09751272,0.4014606,-0.077383325,0.09999096,0.5400791,-0.20088169
547,-0.16245775,-0.24206403,0.00827115,0.07383975,0.045731276,-0.29451796,0.04688759,0.07872499,-0.13482244,0.19007963,-0.16264547,-0.11611573,-0.12485859,0.17425773,0.05752617,-0.07754354,0.025757484,-0.014651861,0.0013813525,-0.08083084,0.06799348,0.10240517,0.11645556,0.14493898,-0.07434068,-0.16224453,-0.028214183,0.18035944,-0.24122742,0.024925392,0.16481555,-0.15327184
548,0.036075104,-0.25838917,0.060668074,0.16478816,0.022325708,-0.015077621,0.17668106,-0.010864139,-0.12081966,0.30156332,-0.1695697,-0.27264443,-0.09976698,0.031469315,0.11991882,-0.045087054,-0.05928622,-0.18898126,-0.09099553,-0.1573832,0.27060145,-0.0938376,0.1848404,-0.0037030014,-0.08897324,-0.024258941,-0.078101486,0.17976603,-0.41326734,0.16266826,0.26861468,-0.07647433
549,0.04589974,-0.03801985,-0.14983377,-0.1386841,0.40454745,0.057500206,-0.20179498,0.8205882,0.14324865,-0.28578997,-0.020983845,0.2427443,-0.093900785,-0.08771229,-0.09118281,-0.109404184,0.09931933,-0.0970647,0.32452005,0.28672832,0.08997518,-0.7556804,-0.036269847,-0.3117668,0.034764674,0.0053293686,-0.06340818,0.23752423,-0.209315,0.07115759,-0.2390545,0.008252464
550,0.21928692,-0.04083296,-0.29042354,0.054858312,0.06176955,-0.07609718,-0.073526636,0.05911033,0.1093591,0.005100906,0.4565641,-0.20659196,-0.058096938,0.21749035,0.21146116,-0.07532101,-0.1653347,-0.25525308,-0.118281715,-0.21965489,-0.024498045,-0.09653219,-0.40586853,0.035172753,-0.05240336,0.17052186,-0.10451259,0.16815618,-0.13793345,0.11364052,0.2351268,0.013958663
551,-0.23813805,-0.21588084,-0.60894465,-0.57832336,0.4380003,0.07805183,0.0065363944,0.48131528,0.037193924,-0.25819725,-0.49528772,-0.18530786,-0.0013483278,-0.09022722,-0.18363388,0.16489124,0.063734114,0.16353464,0.3452188,0.053937584,-0.35216674,-0.48990017,-0.25071296,-0.45604953,-0.29610124,0.25727206,0.26519737,0.14930615,-0.055039406,-0.097135,0.16873506,-0.10848147
